talkid;name;role;bio
0583e545ff4397696f4449024a7c54ac;Phillip Wittrock;SWE, Google;Phillip Wittrock is Staff Software Engineer at Google, a member of the Kubernetes Steering Committee, and a Kubernetes SIG CLI Technical Lead. Phillip’s hobbies include debating how kubectl is pronounced and talking about Kubernetes at social events.  |   |  Positions Held: |  Kubernetes... Read More →
0583e545ff4397696f4449024a7c54ac;Maciej Szulik;Software Engineer, Red Hat;Maciej is a passionate developer with over 10 years of experience in many languages. He's working on OpenShift and Kubernetes for Red Hat. In his free time he enjoys hacking on bugs.python.org and CPython's IMAP library. He's a frequent speaker at various events and meet ups, including... Read More →
a1a0216bec9829ce61063410a09fa713;Daniel Garcia;SaaS Architect, Infoblox;Daniel Garcia is an architect at Infoblox who works on the Atlas project. He’s been developing software for 20+ years. He’s worked on Oracle’s Container Engine (managed Kubernetes).  Previously, he developed an orchestration engine at StackEngine which was acquired by Oracle... Read More →
a1a0216bec9829ce61063410a09fa713;Michael Grosser;Founder, Okkur Labs;Michael Grosser has contributed to Kubernetes and CoreDNS for some time. As a Google Developer Expert for Kubernetes and GCP he is excited about technology and reading DNS RFCs. He is the founder of Okkur Labs and Rekkur Solutions. Okkur Labs is an open source lab researching, contributing... Read More →
2ad9f9a94a2c9f03a6a0a80a1a55d3fa;Masahiro Nakagawa;Principal Engineer, ARM Treasure Data;Fluentd maintainer
ad277b0dda2c91f1025658608a658589;Dejan Bosanac;Software Engineer, Red Hat;I'm an engineer at Red Hat with broad expertise in messaging and integration technologies. I’ve been an active member of open source communities for many years and a contributor to various projects. My latest interests revolve around developing open source IoT cloud platform so... Read More →
ad277b0dda2c91f1025658608a658589;Cindy Xing;Senior Cloud Software Architect 高级云软件架构师, Futurewei;Cindy Xing currently works at Futurewei as a Senior Cloud Software Architect. | She focuses on building public Cloud Service infrastructure. |  | Her interest area includes Kubernetes, container, Windows and Edge technologies. | Before Futurewei, Cindy worked as a Senior software... Read More →
939a878805f79fbd080be98e25b84c02;David vonThenen;Cloud Native Engineer, VMware;David vonThenen is a Cloud Native Engineer at VMware working in the container orchestrator space specifically around the Kubernetes and CNCF ecosystems. Some of his contributions have been in the Jaeger, Helm, Open Tracing, Prometheus, and cloud providers just to name a few. Prior... Read More →
939a878805f79fbd080be98e25b84c02;Steven Wong;Open Source Community Relations Engineer, VMware;Steve Wong has been active in the Apache Mesos and Kubernetes communities since 2015. He is chair of the VMware SIG on the Kubernetes project. He is a past speaker at KubeCon, MesosCon, Open Source Summit, SCALE, and meetups in the Los Angeles area where he lives. While not working... Read More →
733f65132c1961b9b3223893fd6aa29f;Waldemar Quevedo;Software Engineer, Synadia Communications, Inc;"Waldemar Quevedo is a Software Engineer at Synadia, where he works on the NATS project and the ecosystem around it. He is author of the ""Practical NATS"" book, which is one of the first books about the project. |  Before he was at Apcera where he worked on a container orchestration... Read More →"
6c58c113285d32b1d3810563d43b6072;Cole Wagner;Software Engineer, Google;I've been working on GKE Engprod for a little over a year now. I primarily work on testing infrastructure, process automation, and automated PR merging for the Kubernetes Github org. I specifically focus on Prow and Tide
6c58c113285d32b1d3810563d43b6072;Aishwarya Sundar;GKE /OSS Test Engineer, Google;I am Test Engineer with Google in the GKE/OSS EngProd team. I work on improving and maintaining test coverage, tooling and infra. A newbie in the k8s world and quickly ramping up.
83f5dfffcbd7c5dd75284ceeea2331d8;Jan Tattermusch;Senior Software Engineer, Google;Jan is a long-time member of gRPC team at Google as Senior Software Engineer. He is the owner of gRPC C# implementation and leads a few other gRPC team's efforts related to open-source and testing.
ad66e761bc52946417198e8a4e64eaf1;David Eads;Senior Principal Software Engineer, Red Hat;David Eads is a senior principal software engineer at Red Hat and co-lead for Kubernetes sig-apimachinery and an emeritus lead for sig-auth.
ad66e761bc52946417198e8a4e64eaf1;Stefan Schimanski;Principal Software Engineer, Red Hat;Stefan is a developer at Red Hat working on Kubernetes and OpenShift,with a focus on API machinery, extension points and developer tools. Stefan is a Google Summer of Code mentor and generally loves to teach and help people to learn. Before Red Hat he worked for Mesosphere on Marathon... Read More →
1f082bcc172bbfdf88f46a2a2399737b;Wojciech Tyczynski;Staff Software Engineer, Google;Wojciech is working on Google Technical Infrastructure & Cloud since 2012. Since February 2015 he works on Kubernetes and Google Kubernetes Engine, focusing mainly on scalability, performance and scheduling. Before that, he was working on Omega project, where for the last year he... Read More →
1f082bcc172bbfdf88f46a2a2399737b;Minhan Xia;Software Engineer, Google;Minhan Xia has been a member of Kubernetes networking team at Google since K8s 1.0 2015. He has contributed to various aspects of K8s networking, including pod networking, K8s service and K8s ingress.
8795d700c00ade4fe49923db8dc5df0f;Vallery Lancey;Infrastructure Software Engineer, Lyft;Vallery Lancey is a self-described Systems Witch (more formally, an Infrastructure Software Engineer at Lyft). She works on developing upstream Kubernetes, as well as downstream Kubernetes implementation and platforms. |   |  Vallery has spoken about a wide range of Kubernetes content... Read More →
8795d700c00ade4fe49923db8dc5df0f;Seth McCombs;Site Reliability Engineer, Triller;"Seth McCombs is an SRE at Triller, working to maintain highly available and secure cloud environments in and out of Kubernetes. As an ""OpsDev Wizard"" (an engineer from a background more IT Ops than Dev), he strives to bring a unique perspective to his work, never afraid to poke fun... Read More →"
22b28f1da4b7c70406c75447c17547df;Mohsen Rezaei;Staff Software Engineer, WePay;Mohsen is a staff software engineer at WePay. While at WePay, he's worked on introducing some of the latest CNCF and Google Cloud technologies to WePay's infrastructure, including Kubernetes, Prometheus, and Linkerd, while contributing to some open source projects for improvements... Read More →
f28d7ba24b5974a6b643dd75502e57c3;Ben Sigelman;CEO and Co-founder, LightStep;Ben Sigelman is the co-creator of the OpenTracing project (incubated by CNCF). An expert in distributed monitoring, he previously built Dapper, Google’s production distributed systems tracing infrastructure, and Monarch, Google’s fleet-wide time series collection, storage, analysis... Read More →
f28d7ba24b5974a6b643dd75502e57c3;Bogdan Drutu;Google;
f28d7ba24b5974a6b643dd75502e57c3;Spiros Xanthos;Founder and CEO, Omnition;Spiros Xanthos is the CEO and Founder of Omnition, an Observability platform for Cloud Native Applications. Omnition is one of the companies building OpenCensus.io and now OpenTelemetry.io that is replacing OpenCensus and OpenTracing to become the standard instrumentation and collection... Read More →
1a5444811d21e6aba71c6c3430290e7d;Randy Abernethy;Managing Partner, RX-M, LLC;Randy Abernethy is a Managing Partner at RX-M, a cloud native advisory and training firm in the founding classes of Kubernetes Certified Service Providers (KCSP) and Kubernetes Training Providers (KTP). Randy is a tech entrepreneur, startup advisor, financial technology pioneer, CKA... Read More →
7f6b25e8e51af27c8bf728ffaac26881;Michael Hough;Software Engineer, IBM;Michael is a Software Engineer on the IBM Cloud Container Registry team, delivering and operating code using Kubernetes in production, and a contributor to Notary and Portieris. He has presented and led labs about Kubernetes and IBM Cloud Container Service at IBM Technical Universities... Read More →
7f6b25e8e51af27c8bf728ffaac26881;Sam Irvine;Infrastructure Engineer, ControlPlane;Sam Irvine is an Infrastructure Engineer at ControlPlane, a Kubernetes and pipeline security startup in London, UK. Sam works on delivering Kubernetes platforms and secure pipelines in high compliance environments. Previously, Sam has experience delivering scientific outreach and... Read More →
626425e1ab0f5e2de91f5fa7166d017a;Michelle Casbon;Senior Engineer, Google;Michelle Casbon is a Senior Engineer at Google, where she focuses on open source for machine learning and big data tools. Prior to joining Google, she was at Qordoba as Director of Data Science and Idibon as a Senior Data Science Engineer. Within these roles, she built and shipped... Read More →
626425e1ab0f5e2de91f5fa7166d017a;Dan Anghel;Strategic Cloud Engineer, Google;Dan joined Google Paris 3 years ago after a more than 10 years long adventure in Retail. Specialized in Big Data and Machine Learning, he is helping the largest Google customers accelerate their journey into the Cloud.
626425e1ab0f5e2de91f5fa7166d017a;Michal Zylinski;Cloud Customer Engineer, Google;
626425e1ab0f5e2de91f5fa7166d017a;Dan Sanche;Developer Programs Engineer, Google;Dan is a DevRel Enginner at Google focused on improving the developer experience of GCP DevOps products, with a particular interest in Machine learning infrastructure
c2a4d0dd9347a77596c0d7917b977c11;Christian Roggia;Backend Software Engineer, Engel & Völkers Technology GmbH;Christian is a Software Engineer at Engel & Völkers currently leading the team responsible for the technology stack used internally for development operations. He is an official member of the Kubernetes open source project and is a maintainer of multiple official Helm charts. In... Read More →
9e197cac5a5fd60d551e8f9ed5c50d17;Josh Rosso;Staff Field Engineer, VMware;I have spent multiple years working in the field, helping Fortune 500 organizations, with a focus on distributed systems and Kubernetes. I was the first field engineer at CoreOS, worked on OpenShift by way of Red Hat acquisition, joined Heptio to help make pure open source Kubernetes... Read More →
